Env,Hybrid,Yield_Mg_ha
DEH1_2022,GEMN-0225_PHJ89_0006/LH244,11.213765
DEH1_2022,GEMN-0225_PHJ89_0008/LH244,11.294133
DEH1_2022,GEMN-0225_PHJ89_0009/LH244,11.259339
DEH1_2022,GEMN-0225_PHJ89_0013/LH244,11.268284
DEH1_2022,GEMN-0225_PHJ89_0014/LH244,11.291493
DEH1_2022,GEMN-0225_PHJ89_0015/LH244,11.322083
DEH1_2022,GEMN-0225_PHJ89_0016/LH244,11.294619
DEH1_2022,GEMN-0225_PHJ89_0017/LH244,11.257984
DEH1_2022,GEMN-0225_PHJ89_0018/LH244,11.276537
DEH1_2022,GEMN-0225_PHJ89_0019/LH244,11.26231
DEH1_2022,GEMN-0225_PHJ89_0020/LH244,11.242715
DEH1_2022,GEMN-0225_PHJ89_0021/LH244,11.220438
DEH1_2022,GEMN-0225_PHJ89_0022/LH244,11.283934
DEH1_2022,GEMN-0225_PHJ89_0025/LH244,11.28896
DEH1_2022,GEMN-0225_PHJ89_0026/LH244,11.253167
DEH1_2022,GEMN-0225_PHJ89_0027/LH244,11.215754
DEH1_2022,GEMN-0225_PHJ89_0032/LH244,11.298708
DEH1_2022,GEMN-0225_PHK76_0001/LH244,11.291294
DEH1_2022,GEMN-0225_PHK76_0002/LH244,11.287165
DEH1_2022,GEMN-0225_PHK76_0003/LH244,11.262868
DEH1_2022,GEMN-0225_PHK76_0004/LH244,11.31039
DEH1_2022,GEMN-0225_PHK76_0005/LH244,11.297804
DEH1_2022,GEMN-0225_PHK76_0007/LH244,11.278923
DEH1_2022,GEMN-0225_PHK76_0008/LH244,11.246151
DEH1_2022,GEMN-0225_PHK76_0010/LH244,11.277606
DEH1_2022,GEMN-0225_PHK76_0012/LH244,11.262819
DEH1_2022,GEMN-0225_PHK76_0013/LH244,11.24423
DEH1_2022,GEMN-0225_PHK76_0014/LH244,11.220102
DEH1_2022,GEMN-0225_PHK76_0018/LH244,11.245518
DEH1_2022,GEMN-0225_PHK76_0019/LH244,11.30481
DEH1_2022,GEMN-0225_PHK76_0021/LH244,11.274313
DEH1_2022,GEMN-0225_PHK76_0022/LH244,11.286249
DEH1_2022,GEMN-0225_PHK76_0027/LH244,11.252443
DEH1_2022,GEMN-0225_PHK76_0028/LH244,11.311848
DEH1_2022,GEMN-0225_PHK76_0031/LH244,11.259336
DEH1_2022,GEMN-0225_PHK76_0032/LH244,11.293486
DEH1_2022,GEMN-0225_PHN46_0001/LH244,11.264182
DEH1_2022,GEMN-0225_PHN46_0002/LH244,11.262136
DEH1_2022,GEMN-0225_PHN46_0003/LH244,11.282066
DEH1_2022,GEMN-0225_PHN46_0004/LH244,11.269762
DEH1_2022,GEMN-0225_PHN46_0005/LH244,11.229246
DEH1_2022,GEMN-0225_PHN46_0006/LH244,11.300025
DEH1_2022,GEMN-0225_PHN46_0008/LH244,11.297295
DEH1_2022,GEMN-0225_PHN46_0021/LH244,11.253162
DEH1_2022,GEMN-0225_PHP02_0001/LH244,11.256936
DEH1_2022,GEMN-0225_PHP02_0002/LH244,11.260778
DEH1_2022,GEMN-0225_PHP02_0003/LH244,11.299112
DEH1_2022,GEMN-0225_PHP02_0005/LH244,11.279537
DEH1_2022,GEMN-0225_PHP02_0006/LH244,11.226934
DEH1_2022,GEMN-0225_PHP02_0007/LH244,11.225316
DEH1_2022,GEMN-0225_PHP02_0008/LH244,11.290347
DEH1_2022,GEMN-0225_PHP02_0009/LH244,11.26713
DEH1_2022,GEMN-0225_PHP02_0010/LH244,11.245331
DEH1_2022,GEMN-0225_PHP02_0012/LH244,11.273312
DEH1_2022,GEMN-0225_PHP02_0013/LH244,11.282372
DEH1_2022,GEMN-0225_PHP02_0014/LH244,11.238597
DEH1_2022,GEMN-0225_PHP02_0015/LH244,11.219433
DEH1_2022,GEMN-0225_PHP02_0017/LH244,11.284658
DEH1_2022,GEMN-0232/LH244,11.252738
DEH1_2022,GEMN-0238/LH244,11.260191
DEH1_2022,GEMN-0257/LH244,11.279084
DEH1_2022,GEMN-0270/LH244,11.307401
DEH1_2022,GEMN-0271/LH244,11.282028
DEH1_2022,GEMN-0287/LH244,11.261311
DEH1_2022,LH185/LH244,12.032792
DEH1_2022,LH195/PHZ51,10.657946
DEH1_2022,LH212HT/LH244,11.599979
DEH1_2022,LH213/LH244,11.226386
DEH1_2022,LH216/LH244,11.140495
DEH1_2022,LH244/MO17,12.016347
DEH1_2022,LH244/PHK76,11.37687
DEH1_2022,LH244/PHZ51,11.035597
DEH1_2022,LH283/LH244,11.257415
DEH1_2022,LH287/LH244,11.323154
DEH1_2022,LH82/LH244,11.130388
DEH1_2022,M162W/LH244,11.269622
DEH1_2022,M37W/LH244,11.261013
DEH1_2022,MBUB/LH244,11.290822
DEH1_2022,MM501D/LH244,11.274315
DEH1_2022,MO17_PHW30-008-(2N)-01/LH244,11.241855
DEH1_2022,MO17_PHW30-200-(2N)-02/LH244,11.312153
DEH1_2022,MO17_PHW30-309-(2N)-01/LH244,11.261578
DEH1_2022,MO44/LH244,12.180158
DEH1_2022,MO44_LH145_0127/LH244,11.323607
DEH1_2022,MO44_LH145_0138/LH244,11.223599
DEH1_2022,MO44_PHG47_0072/LH244,11.260727
DEH1_2022,MO44_PHG47_0125/LH244,11.320543
DEH1_2022,MO44_PHW65_0025/LH244,11.418378
DEH1_2022,MO44_PHW65_0035/LH244,10.675846
DEH1_2022,MOG/LH244,10.976695
DEH1_2022,NC350/LH244,11.306672
DEH1_2022,NC358/LH244,11.258303
DEH1_2022,NC360/LH244,11.220308
DEH1_2022,NC366/LH244,11.277489
DEH1_2022,NC374/LH244,11.26247
DEH1_2022,NC378/LH244,11.22263
DEH1_2022,NC388/LH244,11.22788
DEH1_2022,NC398/LH244,11.300957
DEH1_2022,NC406/LH244,11.315933
DEH1_2022,NC428/LH244,11.276315
DEH1_2022,NC438/LH244,11.307049
DEH1_2022,NC454/LH244,11.226587
DEH1_2022,NC456/LH244,11.267226
DEH1_2022,NC458/LH244,11.28301
DEH1_2022,NC512/LH244,11.312538
DEH1_2022,NC528/LH244,11.286247
DEH1_2022,NC530/LH244,11.305362
DEH1_2022,NC540/LH244,11.261247
DEH1_2022,NC542/LH244,11.290593
DEH1_2022,NC546/LH244,11.250292
DEH1_2022,NC548/LH244,11.260572
DEH1_2022,NKH8431/LH244,11.490565
DEH1_2022,OH43/LH244,11.270468
DEH1_2022,PH207/LH244,11.236224
DEH1_2022,PH24E/LH244,11.253518
DEH1_2022,PHAP9/LH244,11.25041
DEH1_2022,PHB47/LH244,11.359169
DEH1_2022,PHB47/PHN82,11.382632
DEH1_2022,PHB47/PHZ51,10.294909
DEH1_2022,PHG29/PHG47,9.612432
DEH1_2022,PHG35/LH244,11.314659
DEH1_2022,PHG47/LH244,11.201099
DEH1_2022,PHJ40/PHAJ0,8.431728
DEH1_2022,PHJ89/LH244,11.310413
DEH1_2022,PHJ90/LH244,11.310008
DEH1_2022,PHK56/LH244,11.584942
DEH1_2022,PHKE6/LH244,11.317822
DEH1_2022,PHN11/LH244,11.743687
DEH1_2022,PHN11_LH145_0005/LH244,11.28825
DEH1_2022,PHN11_LH145_0028/LH244,11.278172
DEH1_2022,PHN11_LH145_0085/LH244,11.279536
DEH1_2022,PHN11_OH43_0001/LH244,11.184538
DEH1_2022,PHN11_OH43_0075/LH244,11.278251
DEH1_2022,PHN11_OH43_0088/LH244,11.265285
DEH1_2022,PHN11_PHG47_0251/LH244,10.997549
DEH1_2022,PHN11_PHG47_0287/LH244,11.262318
DEH1_2022,PHN11_PHW65_0312/LH244,12.024734
DEH1_2022,PHN11_PHW65_0323/LH244,12.026573
DEH1_2022,PHN11_PHW65_0359/LH244,11.046106
DEH1_2022,PHN46/LH244,11.312506
DEH1_2022,PHP02/LH244,11.219187
DEH1_2022,PHP55/LH244,11.269171
DEH1_2022,PHR03/LH244,11.264986
DEH1_2022,PHRE1/PHTD5,9.607085
DEH1_2022,PHW30/LH244,11.266558
DEH1_2022,PHW30_MO17-010-(2N)-01/LH244,11.261363
DEH1_2022,PHW30_MO17-032-(2N)-01/LH244,11.230189
DEH1_2022,PHW30_MO17-095-(2N)-01/LH244,11.234767
DEH1_2022,PHW30_MO17-129-(2N)-01/LH244,11.300621
DEH1_2022,PHW30_MO17-178-(2N)-01/LH244,11.297588
DEH1_2022,PHW30_MO17-234-(2N)-02/LH244,11.295861
DEH1_2022,PHW30_MO17-299-(2N)-01/LH244,11.244995
DEH1_2022,PHW52/PHM49,10.515841
DEH1_2022,PHW52/PHN82,11.490558
DEH1_2022,PHW65/LH244,11.859076
DEH1_2022,PHW65_MOG_0137/LH244,11.967175
DEH1_2022,PHW65_MOG_0176/LH244,11.111198
DEH1_2022,PHW65_MOG_0271/LH244,11.532263
DEH1_2022,TX777/LH195,10.400076
DEH1_2022,TX779/LH195,10.530554
DEH1_2022,W10001_0003/LH244,11.258125
DEH1_2022,W10001_0007/LH244,11.261386
DEH1_2022,W10001_0008/LH244,11.251603
DEH1_2022,W10001_0009/LH244,11.215724
DEH1_2022,W10001_0010/LH244,11.283689
DEH1_2022,W10001_0011/LH244,11.266521
DEH1_2022,W10001_0012/LH244,11.267468
DEH1_2022,W10001_0013/LH244,11.266203
DEH1_2022,W10001_0014/LH244,11.30768
DEH1_2022,W10001_0016/LH244,11.23818
DEH1_2022,W10001_0017/LH244,11.231777
DEH1_2022,W10001_0021/LH244,11.277718
DEH1_2022,W10001_0022/LH244,10.598609
DEH1_2022,W10001_0023/LH244,11.241446
DEH1_2022,W10001_0030/LH244,11.292298
DEH1_2022,W10001_0031/LH244,11.284515
DEH1_2022,W10001_0033/LH244,11.269895
DEH1_2022,W10001_0036/LH244,11.267635
DEH1_2022,W10001_0040/LH244,11.236702
DEH1_2022,W10001_0047/LH244,11.253324
DEH1_2022,W10002_0002/LH244,11.262981
DEH1_2022,W10005_0029/LH244,11.288595
DEH1_2022,W10005_0107/LH244,11.012188
DEH1_2022,W10005_0111/LH244,11.247668
DEH1_2022,W10005_0147/LH244,11.181437
DEH1_2022,W10005_0220/LH244,11.222817
DEH1_2022,W10010_0018/LH244,11.273088
DEH1_2022,W10010_0032/LH244,11.268603
DEH1_2022,W10010_0084/LH244,11.223976
DEH1_2022,W10010_0093/LH244,11.254992
DEH1_2022,W10010_0101/LH244,11.283178
