Env,Hybrid,Yield_Mg_ha
DEH1_2022,GEMN-0097_LH212HT_0019/LH244,9.499165
DEH1_2022,GEMN-0097_LH212HT_0020/LH244,9.843941
DEH1_2022,GEMN-0097_LH212HT_0023/LH244,9.742231
DEH1_2022,GEMN-0097_LH212HT_0026/LH244,9.556253
DEH1_2022,GEMN-0097_LH212HT_0032/LH244,9.209481
DEH1_2022,GEMN-0097_LH212HT_0034/LH244,9.352352
DEH1_2022,GEMN-0097_LH212HT_0039/LH244,9.593057
DEH1_2022,GEMN-0097_LH212HT_0047/LH244,9.506119
DEH1_2022,GEMN-0097_LH212HT_0051/LH244,9.609339
DEH1_2022,GEMN-0097_LH212HT_0054/LH244,9.5179825
DEH1_2022,GEMN-0097_LH212HT_0058/LH244,9.125753
DEH1_2022,GEMN-0097_LH212HT_0061/LH244,9.8435335
DEH1_2022,GEMN-0097_LH212HT_0062/LH244,9.549067
DEH1_2022,GEMN-0097_LH212HT_0069/LH244,9.726543
DEH1_2022,GEMN-0097_LH212HT_0074/LH244,9.511498
DEH1_2022,GEMN-0097_LH212HT_0078/LH244,9.92071
DEH1_2022,GEMN-0097_LH212HT_0085/LH244,9.319241
DEH1_2022,GEMN-0097_LH212HT_0090/LH244,9.43737
DEH1_2022,GEMN-0097_PHJ89_0001/LH244,9.490868
DEH1_2022,GEMN-0097_PHJ89_0002/LH244,9.596945
DEH1_2022,GEMN-0097_PHJ89_0003/LH244,9.543558
DEH1_2022,GEMN-0097_PHJ89_0005/LH244,9.495616
DEH1_2022,GEMN-0097_PHJ89_0006/LH244,8.966839
DEH1_2022,GEMN-0097_PHJ89_0007/LH244,9.389097
DEH1_2022,GEMN-0097_PHJ89_0008/LH244,9.315901
DEH1_2022,GEMN-0097_PHJ89_0010/LH244,9.526192
DEH1_2022,GEMN-0097_PHJ89_0011/LH244,9.339536
DEH1_2022,GEMN-0097_PHJ89_0012/LH244,9.645899
DEH1_2022,GEMN-0097_PHJ89_0013/LH244,9.796006
DEH1_2022,GEMN-0097_PHJ89_0016/LH244,9.245401
DEH1_2022,GEMN-0097_PHJ89_0020/LH244,9.616724
DEH1_2022,GEMN-0097_PHJ89_0023/LH244,9.498021
DEH1_2022,GEMN-0097_PHJ89_0025/LH244,9.602188
DEH1_2022,GEMN-0097_PHJ89_0026/LH244,9.518276
DEH1_2022,GEMN-0097_PHJ89_0027/LH244,9.646664
DEH1_2022,GEMN-0097_PHJ89_0028/LH244,9.622527
DEH1_2022,GEMN-0097_PHJ89_0029/LH244,9.822731
DEH1_2022,GEMN-0097_PHJ89_0033/LH244,9.594914
DEH1_2022,GEMN-0097_PHJ89_0036/LH244,9.519852
DEH1_2022,GEMN-0097_PHJ89_0039/LH244,9.4369955
DEH1_2022,GEMN-0097_PHK76_0002/LH244,9.469076
DEH1_2022,GEMN-0097_PHK76_0003/LH244,9.268822
DEH1_2022,GEMN-0097_PHK76_0007/LH244,9.313209
DEH1_2022,GEMN-0097_PHK76_0009/LH244,9.467077
DEH1_2022,GEMN-0097_PHK76_0010/LH244,9.44628
DEH1_2022,GEMN-0097_PHK76_0011/LH244,9.305793
DEH1_2022,GEMN-0097_PHK76_0012/LH244,9.247425
DEH1_2022,GEMN-0097_PHK76_0014/LH244,9.373333
DEH1_2022,GEMN-0097_PHK76_0015/LH244,9.209
DEH1_2022,GEMN-0097_PHK76_0016/LH244,9.582582
DEH1_2022,GEMN-0097_PHK76_0017/LH244,9.597132
DEH1_2022,GEMN-0097_PHK76_0018/LH244,9.238174
DEH1_2022,GEMN-0097_PHK76_0021/LH244,9.253691
DEH1_2022,GEMN-0097_PHK76_0023/LH244,9.227216
DEH1_2022,GEMN-0097_PHK76_0029/LH244,9.597132
DEH1_2022,GEMN-0097_PHK76_0032/LH244,9.226805
DEH1_2022,GEMN-0097_PHK76_0036/LH244,9.032112
DEH1_2022,GEMN-0097_PHK76_0037/LH244,9.479414
DEH1_2022,GEMN-0097_PHK76_0038/LH244,9.639351
DEH1_2022,GEMN-0097_PHK76_0039/LH244,9.758176
DEH1_2022,GEMN-0097_PHK76_0041/LH244,8.994421
DEH1_2022,GEMN-0097_PHK76_0048/LH244,9.417633
DEH1_2022,GEMN-0097_PHK76_0053/LH244,9.175271
DEH1_2022,GEMN-0097_PHK76_0055/LH244,9.208261
DEH1_2022,GEMN-0097_PHK76_0060/LH244,9.13726
DEH1_2022,GEMN-0097_PHN46_0001/LH244,9.198202
DEH1_2022,GEMN-0097_PHN46_0002/LH244,9.185745
DEH1_2022,GEMN-0097_PHN46_0003/LH244,9.585453
DEH1_2022,GEMN-0097_PHN46_0004/LH244,9.518736
DEH1_2022,GEMN-0097_PHN46_0005/LH244,9.462057
DEH1_2022,GEMN-0097_PHN46_0006/LH244,9.390851
DEH1_2022,GEMN-0097_PHN46_0007/LH244,9.473384
DEH1_2022,GEMN-0097_PHN46_0008/LH244,9.933565
DEH1_2022,GEMN-0097_PHN46_0009/LH244,9.304691
DEH1_2022,GEMN-0097_PHN46_0010/LH244,9.597132
DEH1_2022,GEMN-0097_PHN46_0011/LH244,9.664751
DEH1_2022,GEMN-0097_PHN46_0014/LH244,9.236668
DEH1_2022,GEMN-0097_PHN46_0016/LH244,9.4377575
DEH1_2022,GEMN-0097_PHN46_0018/LH244,9.586929
DEH1_2022,GEMN-0097_PHP02_0001/LH244,9.274083
DEH1_2022,GEMN-0097_PHP02_0002/LH244,9.115816
DEH1_2022,GEMN-0097_PHP02_0003/LH244,9.374453
DEH1_2022,GEMN-0097_PHP02_0005/LH244,9.668397
DEH1_2022,GEMN-0097_PHP02_0006/LH244,9.375234
DEH1_2022,GEMN-0097_PHP02_0007/LH244,8.841831
DEH1_2022,GEMN-0098/LH244,9.654646
DEH1_2022,GEMN-0104/LH244,9.650963
DEH1_2022,GEMN-0124/LH244,9.769865
DEH1_2022,GEMN-0135/LH244,9.718564
DEH1_2022,GEMN-0144/LH244,9.287033
DEH1_2022,GEMN-0157/LH244,9.7519245
DEH1_2022,GEMN-0177/LH244,10.1577425
DEH1_2022,GEMN-0178/LH244,10.207891
DEH1_2022,GEMN-0187/LH244,9.610428
DEH1_2022,GEMN-0192/LH244,9.563782
DEH1_2022,GEMN-0192_LH212HT_0001/LH244,9.967108
DEH1_2022,GEMN-0192_LH212HT_0002/LH244,9.837076
DEH1_2022,GEMN-0192_LH212HT_0006/LH244,9.7756405
DEH1_2022,GEMN-0192_LH212HT_0007/LH244,9.411013
DEH1_2022,GEMN-0192_LH212HT_0008/LH244,9.9742775
DEH1_2022,GEMN-0192_LH212HT_0009/LH244,9.721638
DEH1_2022,GEMN-0192_LH212HT_0010/LH244,9.631732
DEH1_2022,GEMN-0192_LH212HT_0011/LH244,9.547548
DEH1_2022,GEMN-0192_LH212HT_0012/LH244,9.557471
DEH1_2022,GEMN-0192_LH212HT_0013/LH244,9.646183
DEH1_2022,GEMN-0192_LH212HT_0014/LH244,9.70171
DEH1_2022,GEMN-0192_LH212HT_0015/LH244,9.792948
DEH1_2022,GEMN-0192_LH212HT_0018/LH244,9.700931
DEH1_2022,GEMN-0192_LH212HT_0021/LH244,9.802927
DEH1_2022,GEMN-0192_LH212HT_0023/LH244,9.94903
DEH1_2022,GEMN-0192_PHJ89_0001/LH244,9.551151
DEH1_2022,GEMN-0192_PHJ89_0002/LH244,9.88324
DEH1_2022,GEMN-0192_PHK76_0002/LH244,9.6762495
DEH1_2022,GEMN-0192_PHK76_0004/LH244,9.8618145
DEH1_2022,GEMN-0192_PHK76_0005/LH244,9.782324
DEH1_2022,GEMN-0192_PHK76_0006/LH244,9.64948
DEH1_2022,GEMN-0192_PHK76_0007/LH244,9.483082
DEH1_2022,GEMN-0192_PHK76_0008/LH244,9.428641
DEH1_2022,GEMN-0192_PHK76_0009/LH244,9.785293
DEH1_2022,GEMN-0192_PHK76_0010/LH244,9.616974
DEH1_2022,GEMN-0192_PHK76_0011/LH244,9.551067
DEH1_2022,GEMN-0192_PHK76_0012/LH244,9.556232
DEH1_2022,GEMN-0192_PHK76_0013/LH244,9.492368
DEH1_2022,GEMN-0192_PHK76_0014/LH244,9.679226
DEH1_2022,GEMN-0192_PHK76_0015/LH244,9.714662
DEH1_2022,GEMN-0192_PHK76_0016/LH244,9.718051
DEH1_2022,GEMN-0192_PHK76_0017/LH244,9.680574
DEH1_2022,GEMN-0192_PHK76_0018/LH244,9.726482
DEH1_2022,GEMN-0192_PHK76_0019/LH244,9.527031
DEH1_2022,GEMN-0192_PHK76_0021/LH244,9.637425
DEH1_2022,GEMN-0192_PHK76_0025/LH244,9.684292
DEH1_2022,GEMN-0192_PHK76_0027/LH244,9.544672
DEH1_2022,GEMN-0192_PHK76_0028/LH244,9.39017
DEH1_2022,GEMN-0192_PHK76_0030/LH244,9.788384
DEH1_2022,GEMN-0192_PHK76_0032/LH244,9.500654
DEH1_2022,GEMN-0192_PHK76_0033/LH244,9.88072
DEH1_2022,GEMN-0192_PHK76_0035/LH244,9.51037
DEH1_2022,GEMN-0192_PHK76_0036/LH244,9.83148
DEH1_2022,GEMN-0192_PHK76_0037/LH244,9.928589
DEH1_2022,GEMN-0192_PHK76_0041/LH244,9.737832
DEH1_2022,GEMN-0192_PHK76_0044/LH244,9.940085
DEH1_2022,GEMN-0192_PHK76_0045/LH244,9.638927
DEH1_2022,GEMN-0192_PHN46_0001/LH244,9.747401
DEH1_2022,GEMN-0192_PHN46_0002/LH244,9.890699
DEH1_2022,GEMN-0192_PHN46_0003/LH244,9.817099
DEH1_2022,GEMN-0192_PHN46_0004/LH244,9.831981
DEH1_2022,GEMN-0192_PHN46_0005/LH244,10.019896
DEH1_2022,GEMN-0192_PHN46_0006/LH244,9.646137
DEH1_2022,GEMN-0192_PHN46_0007/LH244,9.665813
DEH1_2022,GEMN-0192_PHN46_0008/LH244,9.885899
DEH1_2022,GEMN-0192_PHN46_0009/LH244,9.875719
DEH1_2022,GEMN-0192_PHN46_0010/LH244,9.604467
DEH1_2022,GEMN-0192_PHN46_0011/LH244,9.808599
DEH1_2022,GEMN-0192_PHN46_0012/LH244,9.571358
DEH1_2022,GEMN-0192_PHN46_0014/LH244,9.614006
DEH1_2022,GEMN-0192_PHN46_0015/LH244,9.9235935
DEH1_2022,GEMN-0192_PHN46_0017/LH244,9.917073
DEH1_2022,GEMN-0192_PHN46_0018/LH244,9.77243
DEH1_2022,GEMN-0192_PHN46_0019/LH244,10.17396
DEH1_2022,GEMN-0192_PHN46_0020/LH244,9.632258
DEH1_2022,GEMN-0192_PHN46_0021/LH244,9.734779
DEH1_2022,GEMN-0192_PHN46_0025/LH244,9.69228
DEH1_2022,GEMN-0192_PHP02_0001/LH244,9.857342
DEH1_2022,GEMN-0192_PHP02_0003/LH244,9.578337
DEH1_2022,GEMN-0207/LH244,9.757704
DEH1_2022,GEMN-0225/LH244,9.935438
DEH1_2022,GEMN-0225_LH212HT_0002/LH244,9.758408
DEH1_2022,GEMN-0225_LH212HT_0003/LH244,9.827458
DEH1_2022,GEMN-0225_LH212HT_0005/LH244,10.121166
DEH1_2022,GEMN-0225_LH212HT_0006/LH244,9.945383
DEH1_2022,GEMN-0225_LH212HT_0008/LH244,9.737159
DEH1_2022,GEMN-0225_LH212HT_0009/LH244,9.800205
DEH1_2022,GEMN-0225_LH212HT_0015/LH244,9.99562
DEH1_2022,GEMN-0225_LH212HT_0017/LH244,10.085134
DEH1_2022,GEMN-0225_LH212HT_0021/LH244,9.803633
DEH1_2022,GEMN-0225_LH212HT_0023/LH244,9.816102
DEH1_2022,GEMN-0225_LH212HT_0024/LH244,9.66501
DEH1_2022,GEMN-0225_LH212HT_0025/LH244,9.9375925
DEH1_2022,GEMN-0225_LH212HT_0029/LH244,10.142883
DEH1_2022,GEMN-0225_LH212HT_0036/LH244,9.948639
DEH1_2022,GEMN-0225_LH212HT_0038/LH244,10.0256
DEH1_2022,GEMN-0225_LH212HT_0040/LH244,10.267612
DEH1_2022,GEMN-0225_LH212HT_0043/LH244,9.831819
DEH1_2022,GEMN-0225_PHJ89_0001/LH244,9.718952
DEH1_2022,GEMN-0225_PHJ89_0002/LH244,9.816716
DEH1_2022,GEMN-0225_PHJ89_0003/LH244,9.604846
DEH1_2022,GEMN-0225_PHJ89_0004/LH244,9.78088
DEH1_2022,GEMN-0225_PHJ89_0005/LH244,9.8480835
DEH1_2022,GEMN-0225_PHJ89_0006/LH244,9.602537
DEH1_2022,GEMN-0225_PHJ89_0008/LH244,9.855543
DEH1_2022,GEMN-0225_PHJ89_0009/LH244,9.661009
DEH1_2022,GEMN-0225_PHJ89_0013/LH244,9.839044
DEH1_2022,GEMN-0225_PHJ89_0014/LH244,9.71262
DEH1_2022,GEMN-0225_PHJ89_0015/LH244,10.22364
DEH1_2022,GEMN-0225_PHJ89_0016/LH244,9.882779
DEH1_2022,GEMN-0225_PHJ89_0017/LH244,9.664207
DEH1_2022,GEMN-0225_PHJ89_0018/LH244,9.871672
DEH1_2022,GEMN-0225_PHJ89_0019/LH244,9.878366
DEH1_2022,GEMN-0225_PHJ89_0020/LH244,9.741344
DEH1_2022,GEMN-0225_PHJ89_0021/LH244,9.763808
DEH1_2022,GEMN-0225_PHJ89_0022/LH244,9.594332
DEH1_2022,GEMN-0225_PHJ89_0025/LH244,10.051528
DEH1_2022,GEMN-0225_PHJ89_0026/LH244,9.457635
DEH1_2022,GEMN-0225_PHJ89_0027/LH244,9.956718
DEH1_2022,GEMN-0225_PHJ89_0032/LH244,9.806472
DEH1_2022,GEMN-0225_PHK76_0001/LH244,9.571579
DEH1_2022,GEMN-0225_PHK76_0002/LH244,9.631021
DEH1_2022,GEMN-0225_PHK76_0003/LH244,9.591364
DEH1_2022,GEMN-0225_PHK76_0004/LH244,10.018652
DEH1_2022,GEMN-0225_PHK76_0005/LH244,9.577785
DEH1_2022,GEMN-0225_PHK76_0007/LH244,9.805825
DEH1_2022,GEMN-0225_PHK76_0008/LH244,9.605552
DEH1_2022,GEMN-0225_PHK76_0010/LH244,9.947908
DEH1_2022,GEMN-0225_PHK76_0012/LH244,9.35589
DEH1_2022,GEMN-0225_PHK76_0013/LH244,9.735717
DEH1_2022,GEMN-0225_PHK76_0014/LH244,9.964329
DEH1_2022,GEMN-0225_PHK76_0018/LH244,9.650501
DEH1_2022,GEMN-0225_PHK76_0019/LH244,9.528761
DEH1_2022,GEMN-0225_PHK76_0021/LH244,9.553543
DEH1_2022,GEMN-0225_PHK76_0022/LH244,9.492279
DEH1_2022,GEMN-0225_PHK76_0027/LH244,9.799526
DEH1_2022,GEMN-0225_PHK76_0028/LH244,9.617428
DEH1_2022,GEMN-0225_PHK76_0031/LH244,9.4091
DEH1_2022,GEMN-0225_PHK76_0032/LH244,9.858748
DEH1_2022,GEMN-0225_PHN46_0001/LH244,9.754904
DEH1_2022,GEMN-0225_PHN46_0002/LH244,9.722245
DEH1_2022,GEMN-0225_PHN46_0003/LH244,9.740065
DEH1_2022,GEMN-0225_PHN46_0004/LH244,9.883888
DEH1_2022,GEMN-0225_PHN46_0005/LH244,9.721824
DEH1_2022,GEMN-0225_PHN46_0006/LH244,9.872375
DEH1_2022,GEMN-0225_PHN46_0008/LH244,9.80055
DEH1_2022,GEMN-0225_PHN46_0021/LH244,9.908424
DEH1_2022,GEMN-0225_PHP02_0001/LH244,9.718921
DEH1_2022,GEMN-0225_PHP02_0002/LH244,9.792438
DEH1_2022,GEMN-0225_PHP02_0003/LH244,9.7721
DEH1_2022,GEMN-0225_PHP02_0005/LH244,9.535978
DEH1_2022,GEMN-0225_PHP02_0006/LH244,9.914571
DEH1_2022,GEMN-0225_PHP02_0007/LH244,9.948551
DEH1_2022,GEMN-0225_PHP02_0008/LH244,10.195998
DEH1_2022,GEMN-0225_PHP02_0009/LH244,10.105806
DEH1_2022,GEMN-0225_PHP02_0010/LH244,9.956522
DEH1_2022,GEMN-0225_PHP02_0012/LH244,9.597683
DEH1_2022,GEMN-0225_PHP02_0013/LH244,10.003109
DEH1_2022,GEMN-0225_PHP02_0014/LH244,9.947237
DEH1_2022,GEMN-0225_PHP02_0015/LH244,9.751091
DEH1_2022,GEMN-0225_PHP02_0017/LH244,9.85071
DEH1_2022,GEMN-0232/LH244,9.32047
DEH1_2022,GEMN-0238/LH244,9.811209
DEH1_2022,GEMN-0257/LH244,9.916379
DEH1_2022,GEMN-0270/LH244,9.670399
DEH1_2022,GEMN-0271/LH244,9.577264
DEH1_2022,GEMN-0287/LH244,9.803116
DEH1_2022,LH185/LH244,9.58361
DEH1_2022,LH195/PHZ51,9.88434
DEH1_2022,LH212HT/LH244,9.743984
DEH1_2022,LH213/LH244,9.889338
DEH1_2022,LH216/LH244,9.4707
DEH1_2022,LH244/MO17,10.423491
DEH1_2022,LH244/PHK76,10.817743
DEH1_2022,LH244/PHZ51,9.955526
DEH1_2022,LH283/LH244,9.596407
DEH1_2022,LH287/LH244,9.797106
DEH1_2022,LH82/LH244,9.371903
DEH1_2022,M162W/LH244,9.454924
DEH1_2022,M37W/LH244,9.003985
DEH1_2022,MBUB/LH244,9.859995
DEH1_2022,MM501D/LH244,9.904516
DEH1_2022,MO17_PHW30-008-(2N)-01/LH244,10.259763
DEH1_2022,MO17_PHW30-200-(2N)-02/LH244,10.059048
DEH1_2022,MO17_PHW30-309-(2N)-01/LH244,9.706808
DEH1_2022,MO44/LH244,9.707912
DEH1_2022,MO44_LH145_0127/LH244,10.05286
DEH1_2022,MO44_LH145_0138/LH244,9.842731
DEH1_2022,MO44_PHG47_0072/LH244,10.386603
DEH1_2022,MO44_PHG47_0125/LH244,9.750759
DEH1_2022,MO44_PHW65_0025/LH244,10.261286
DEH1_2022,MO44_PHW65_0035/LH244,9.930087
DEH1_2022,MOG/LH244,9.469196
DEH1_2022,NC350/LH244,9.914097
DEH1_2022,NC358/LH244,9.595945
DEH1_2022,NC360/LH244,9.900944
DEH1_2022,NC366/LH244,9.661381
DEH1_2022,NC374/LH244,9.955645
DEH1_2022,NC378/LH244,9.745527
DEH1_2022,NC388/LH244,9.349186
DEH1_2022,NC398/LH244,9.853889
DEH1_2022,NC406/LH244,9.609381
DEH1_2022,NC428/LH244,9.835332
DEH1_2022,NC438/LH244,9.39571
DEH1_2022,NC454/LH244,9.451981
DEH1_2022,NC456/LH244,9.633965
DEH1_2022,NC458/LH244,9.346809
DEH1_2022,NC512/LH244,9.568746
DEH1_2022,NC528/LH244,9.598721
DEH1_2022,NC530/LH244,9.782183
DEH1_2022,NC540/LH244,9.704175
DEH1_2022,NC542/LH244,9.6585865
DEH1_2022,NC546/LH244,10.120409
DEH1_2022,NC548/LH244,9.682282
DEH1_2022,NKH8431/LH244,9.858395
DEH1_2022,OH43/LH244,9.799328
DEH1_2022,PH207/LH244,9.919069
DEH1_2022,PH24E/LH244,9.848183
DEH1_2022,PHAP9/LH244,9.904392
DEH1_2022,PHB47/LH244,9.55422
DEH1_2022,PHB47/PHN82,9.260982
DEH1_2022,PHB47/PHZ51,8.615732
DEH1_2022,PHG29/PHG47,9.240824
DEH1_2022,PHG35/LH244,10.3941
DEH1_2022,PHG47/LH244,9.607416
DEH1_2022,PHJ40/PHAJ0,9.228468
DEH1_2022,PHJ89/LH244,9.90592
DEH1_2022,PHJ90/LH244,9.646514
DEH1_2022,PHK56/LH244,10.259659
DEH1_2022,PHKE6/LH244,9.857697
DEH1_2022,PHN11/LH244,10.001942
DEH1_2022,PHN11_LH145_0005/LH244,9.785598
DEH1_2022,PHN11_LH145_0028/LH244,9.823158
DEH1_2022,PHN11_LH145_0085/LH244,9.731117
DEH1_2022,PHN11_OH43_0001/LH244,9.951778
DEH1_2022,PHN11_OH43_0075/LH244,9.6214905
DEH1_2022,PHN11_OH43_0088/LH244,9.79451
DEH1_2022,PHN11_PHG47_0251/LH244,10.02953
DEH1_2022,PHN11_PHG47_0287/LH244,9.797061
DEH1_2022,PHN11_PHW65_0312/LH244,9.875654
DEH1_2022,PHN11_PHW65_0323/LH244,10.292589
DEH1_2022,PHN11_PHW65_0359/LH244,10.3151
DEH1_2022,PHN46/LH244,9.734361
DEH1_2022,PHP02/LH244,10.032036
DEH1_2022,PHP55/LH244,10.292176
DEH1_2022,PHR03/LH244,9.577941
DEH1_2022,PHRE1/PHTD5,8.668415
DEH1_2022,PHW30/LH244,9.724443
DEH1_2022,PHW30_MO17-010-(2N)-01/LH244,9.852861
DEH1_2022,PHW30_MO17-032-(2N)-01/LH244,9.727731
DEH1_2022,PHW30_MO17-095-(2N)-01/LH244,9.684538
DEH1_2022,PHW30_MO17-129-(2N)-01/LH244,10.009784
DEH1_2022,PHW30_MO17-178-(2N)-01/LH244,9.973688
DEH1_2022,PHW30_MO17-234-(2N)-02/LH244,9.850117
DEH1_2022,PHW30_MO17-299-(2N)-01/LH244,9.671804
DEH1_2022,PHW52/PHM49,10.105996
DEH1_2022,PHW52/PHN82,9.924539
DEH1_2022,PHW65/LH244,10.397585
DEH1_2022,PHW65_MOG_0137/LH244,10.154583
DEH1_2022,PHW65_MOG_0176/LH244,9.84531
DEH1_2022,PHW65_MOG_0271/LH244,10.431839
DEH1_2022,TX777/LH195,8.848087025261142
DEH1_2022,TX779/LH195,8.848087025261142
DEH1_2022,W10001_0003/LH244,9.320031
DEH1_2022,W10001_0007/LH244,9.894963
DEH1_2022,W10001_0008/LH244,9.4400835
DEH1_2022,W10001_0009/LH244,9.376774
DEH1_2022,W10001_0010/LH244,9.377863
DEH1_2022,W10001_0011/LH244,9.652904
DEH1_2022,W10001_0012/LH244,9.263237
DEH1_2022,W10001_0013/LH244,9.36611
DEH1_2022,W10001_0014/LH244,9.2460575
DEH1_2022,W10001_0016/LH244,9.302044
DEH1_2022,W10001_0017/LH244,9.199375
DEH1_2022,W10001_0021/LH244,9.652474
DEH1_2022,W10001_0022/LH244,9.815601
DEH1_2022,W10001_0023/LH244,9.342825
DEH1_2022,W10001_0030/LH244,9.600958
DEH1_2022,W10001_0031/LH244,9.042938
DEH1_2022,W10001_0033/LH244,9.5939865
DEH1_2022,W10001_0036/LH244,9.9052105
DEH1_2022,W10001_0040/LH244,9.483568
DEH1_2022,W10001_0047/LH244,10.182385
DEH1_2022,W10002_0002/LH244,9.66231
DEH1_2022,W10005_0029/LH244,10.701431
DEH1_2022,W10005_0107/LH244,10.00433
DEH1_2022,W10005_0111/LH244,10.212988
DEH1_2022,W10005_0147/LH244,10.275549
DEH1_2022,W10005_0220/LH244,10.389839
DEH1_2022,W10010_0018/LH244,9.661835
DEH1_2022,W10010_0032/LH244,9.608016
DEH1_2022,W10010_0084/LH244,9.906973
DEH1_2022,W10010_0093/LH244,9.7425995
